Species;Year;Abundance;X;Y
Bufo spinosus;2019;1;178759;6866467
Bufo spinosus;2019;1;237105;6765056
Rana dalmatina;2019;1;346501;6785430
Salamandra salamandra;2019;1;241473;6750429
Salamandra salamandra;2019;1;241579;6749688
Salamandra salamandra;2019;1;259215;6862294
Salamandra salamandra;2019;1;258933;6862130
Salamandra salamandra;2019;1;258802;6862193
Bufo spinosus;2019;1;253529;6749374
Bufo spinosus;2019;1;237289;6765080
Epidalea calamita;2019;1;256441;6709825
Rana temporaria;2019;1;196212;6842780
Salamandra salamandra;2019;1;172987;6812073
Salamandra salamandra;2019;1;194196;6772666
Bufo spinosus;2019;1;216642;6863877
Bufo spinosus;2019;1;245035;6869806
Hyla arborea;2019;1;288601;6723615
Hyla arborea;2019;1;269186;6728071
Lissotriton helveticus;2019;1;348912;6787823
Pelophylax spp.;2019;1;255684;6791993
Rana temporaria;2019;1;207133;6839685
Salamandra salamandra;2019;1;247177;6850401
Salamandra salamandra;2019;1;250192;6815399
Salamandra salamandra;2019;1;216752;6864877
Salamandra salamandra;2019;1;171890;6791059
Salamandra salamandra;2019;1;371141;6800637
Salamandra salamandra;2019;1;238691;6744354
Salamandra salamandra;2019;1;242382;6749437
Salamandra salamandra;2019;1;245035;6869806
Salamandra salamandra;2019;1;348912;6787823
Bufo spinosus;2019;1;322124;6849434
Bufo spinosus;2019;1;154936;6862595
Bufo spinosus;2019;1;238089;6732150
Lissotriton helveticus;2019;1;164120;6801638
Salamandra salamandra;2019;1;183383;6785559
Salamandra salamandra;2019;1;251962;6843632
Salamandra salamandra;2019;1;151636;6859963
Salamandra salamandra;2019;1;164188;6801627
Salamandra salamandra;2019;1;354248;6793612
Salamandra salamandra;2019;1;220824;6877711
Bufo spinosus;2019;1;392242;6828815
Bufo spinosus;2019;1;172162;6782216
Bufo spinosus;2019;1;220388;6865898
Bufo spinosus;2019;1;179322;6866407
Bufo spinosus;2019;1;237232;6765250
Bufo spinosus;2019;1;237257;6765213
Bufo spinosus;2019;1;237364;6765846
Bufo spinosus;2019;1;237320;6765824
Bufo spinosus;2019;1;237775;6766054
Bufo spinosus;2019;1;230481;6750517
Salamandra salamandra;2019;1;256611;6791085
Salamandra salamandra;2019;1;360181;6778700
Salamandra salamandra;2019;1;243586;6880924
Salamandra salamandra;2019;1;252170;6849961
Salamandra salamandra;2019;1;244065;6848627
Salamandra salamandra;2019;1;342743;6816302
Triturus marmoratus;2019;1;342743;6816302
Bufo spinosus;2019;1;179329;6866408
Bufo spinosus;2019;1;350575;6800499
Bufo spinosus;2019;1;350855;6800610
Bufo spinosus;2019;1;356596;6760286
Bufo spinosus;2019;1;136820;6841150
Hyla arborea;2019;1;286979;6729161
Salamandra salamandra;2019;1;350855;6800610
Salamandra salamandra;2019;1;221463;6873812
Salamandra salamandra;2019;1;223232;6877695
Bufo spinosus;2019;1;358312;6796964
Salamandra salamandra;2019;1;172160;6782486
Salamandra salamandra;2019;1;155619;6835981
Salamandra salamandra;2019;1;357846;6797268
Bufo spinosus;2019;1;368958;6795378
Bufo spinosus;2019;1;140439;6828550
Bufo spinosus;2019;1;321826;6782471
Rana temporaria;2019;1;218473;6808796
Salamandra salamandra;2019;1;368853;6794891
Salamandra salamandra;2019;1;169785;6848652
Salamandra salamandra;2019;1;169785;6848652
Bufo spinosus;2019;1;140453;6828515
Bufo spinosus;2019;1;247171;6753936
Bufo spinosus;2019;1;172628;6782264
Bufo spinosus;2019;1;244977;6872559
Hyla arborea;2019;1;299689;6722021
Hyla arborea;2019;1;288610;6723623
Hyla arborea;2019;1;293466;6727815
Hyla arborea;2019;1;313515;6778954
Pelodytes punctatus;2019;1;286981;6729174
Pelophylax spp.;2019;1;352747;6785382
Salamandra salamandra;2019;1;256391;6790904
Salamandra salamandra;2019;1;256611;6791085
Salamandra salamandra;2019;1;247171;6753936
Salamandra salamandra;2019;1;164216;6801122
Salamandra salamandra;2019;1;164230;6801412
Salamandra salamandra;2019;1;164230;6801412
Salamandra salamandra;2019;1;244977;6872559
Salamandra salamandra;2019;1;168661;6823140
Salamandra salamandra;2019;1;245035;6869806
Triturus marmoratus;2019;1;164140;6801548
Bufo spinosus;2019;1;270836;6737109
Bufo spinosus;2019;1;292970;6727966
Hyla arborea;2019;1;279923;6731908
Hyla arborea;2019;1;225263;6755791
Salamandra salamandra;2019;1;245035;6869806
Bufo spinosus;2019;1;217672;6806677
Bufo spinosus;2019;1;140438;6828559
Bufo spinosus;2019;1;100671;6848387
Bufo spinosus;2019;1;256246;6741226
Bufo spinosus;2019;1;237046;6761641
Hyla arborea;2019;1;233693;6746340
Lissotriton helveticus;2019;1;103409;6849309
Lissotriton helveticus;2019;1;100740;6848225
Rana dalmatina;2019;1;226486;6755012
Rana temporaria;2019;1;226486;6755012
Salamandra salamandra;2019;1;370566;6794095
Salamandra salamandra;2019;1;203050;6769647
Salamandra salamandra;2019;1;245035;6869806
Salamandra salamandra;2019;1;261490;6731655
Bufo spinosus;2019;1;348987;6787761
Bufo spinosus;2019;1;348987;6787764
Bufo spinosus;2019;1;140444;6828524
Lissotriton helveticus;2019;1;348926;6787743
Lissotriton helveticus;2019;1;103250;6849474
Pelodytes punctatus;2019;1;292777;6725258
Pelophylax spp.;2019;1;348925;6787742
Pelophylax spp.;2019;1;348926;6787743
Pelophylax spp.;2019;1;348926;6787743
Pelophylax spp.;2019;1;348925;6787742
Salamandra salamandra;2019;1;349295;6787610
Salamandra salamandra;2019;1;349266;6787595
Salamandra salamandra;2019;1;349107;6787671
Salamandra salamandra;2019;1;212232;6859672
Salamandra salamandra;2019;1;348925;6787742
Salamandra salamandra;2019;1;349073;6787664
Salamandra salamandra;2019;1;349072;6787663
Salamandra salamandra;2019;1;349043;6787644
Salamandra salamandra;2019;1;348961;6787813
Salamandra salamandra;2019;1;348958;6787816
Salamandra salamandra;2019;1;348987;6787761
Salamandra salamandra;2019;1;237113;6765587
Triturus marmoratus;2019;1;238687;6744347
Triturus marmoratus;2019;1;357985;6796938
Bufo spinosus;2019;1;270682;6746807
Bufo spinosus;2019;1;154757;6862618
Bufo spinosus;2019;1;102707;6848629
Hyla arborea;2019;1;140401;6828442
Salamandra salamandra;2019;1;195218;6838353
Salamandra salamandra;2019;1;195162;6836949
Bufo spinosus;2019;1;102681;6848675
Lissotriton helveticus;2019;1;178787;6800905
Salamandra salamandra;2019;1;170999;6809512
Bufo spinosus;2019;1;154903;6862609
Hyla arborea;2019;1;195005;6769677
Hyla arborea;2019;1;151342;6772200
Ichthyosaura alpestris;2019;1;348956;6787581
Bufo spinosus;2019;1;324298;6842370
Hyla arborea;2019;1;233693;6746340
Hyla arborea;2019;1;346665;6812105
Hyla arborea;2019;1;150925;6862116
Salamandra salamandra;2019;1;200582;6804111
Salamandra salamandra;2019;1;157684;6782147
Salamandra salamandra;2019;1;198988;6778371
Triturus marmoratus;2019;1;200582;6804111
Lissotriton helveticus;2019;1;104332;6849189
Salamandra salamandra;2019;1;369829;6775330
Bufo spinosus;2019;1;101240;6848178
Bufo spinosus;2019;1;353582;6793840
Bufo spinosus;2019;1;354005;6794095
Bufo spinosus;2019;1;352536;6793429
Bufo spinosus;2019;1;352716;6793121
Bufo spinosus;2019;1;359190;6795658
Lissotriton helveticus;2019;1;256859;6709571
Lissotriton helveticus;2019;1;256945;6709662
Lissotriton helveticus;2019;1;359190;6795658
Rana dalmatina;2019;1;352310;6794270
Salamandra salamandra;2019;1;256611;6791085
Salamandra salamandra;2019;1;249506;6746871
Salamandra salamandra;2019;1;189815;6817650
Salamandra salamandra;2019;1;168657;6823131
Salamandra salamandra;2019;1;359190;6795658
Bufo spinosus;2019;1;179338;6866352
Bufo spinosus;2019;1;234254;6757843
Hyla arborea;2019;1;226335;6752001
Rana dalmatina;2019;1;292970;6727966
Rana dalmatina;2019;1;349809;6810031
Rana dalmatina;2019;1;325076;6832835
Salamandra salamandra;2019;1;253359;6874441
Salamandra salamandra;2019;1;320759;6741061
Bufo spinosus;2019;1;202393;6839235
Bufo spinosus;2019;1;238168;6792169
Bufo spinosus;2019;1;175078;6781110
Bufo spinosus;2019;1;169897;6776441
Bufo spinosus;2019;1;237239;6762630
Rana dalmatina;2019;1;349867;6810039
Salamandra salamandra;2019;1;154697;6802139
Salamandra salamandra;2019;1;360181;6778700
Salamandra salamandra;2019;1;353374;6794364
Bufo spinosus;2019;1;230797;6785458
Hyla arborea;2019;1;327241;6786246
Pelophylax spp.;2019;1;202475;6773377
Salamandra salamandra;2019;1;353218;6796428
Bufo spinosus;2019;1;101488;6848215
Bufo spinosus;2019;1;243626;6761666
Bufo spinosus;2019;1;101027;6848265
Bufo spinosus;2019;1;101479;6848210
Epidalea calamita;2019;1;260239;6878162
Epidalea calamita;2019;1;261298;6879201
Hyla arborea;2019;1;299703;6722018
Hyla arborea;2019;1;287824;6724482
Hyla arborea;2019;1;327399;6780210
Lissotriton helveticus;2019;1;103994;6848215
Lissotriton helveticus;2019;1;100635;6848281
Triturus marmoratus;2019;1;218463;6808700
Bufo spinosus;2019;1;180731;6800313
Bufo spinosus;2019;1;175078;6781110
Bufo spinosus;2019;1;136307;6843155
Hyla arborea;2019;1;272477;6738809
Hyla arborea;2019;1;293033;6727967
Hyla arborea;2019;1;356596;6760286
Hyla arborea;2019;1;279141;6751020
Ichthyosaura alpestris;2019;1;219618;6864717
Rana temporaria;2019;1;276876;6744911
Salamandra salamandra;2019;1;276876;6744911
Salamandra salamandra;2019;1;182212;6790355
Hyla arborea;2019;1;289009;6731133
Hyla arborea;2019;1;321792;6813103
Pelophylax spp.;2019;1;321792;6813103
Pelophylax spp.;2019;1;177091;6860362
Rana dalmatina;2019;1;328228;6744818
Salamandra salamandra;2019;1;342323;6805767
Bufo spinosus;2019;1;212784;6817204
Bufo spinosus;2019;1;208438;6801766
Bufo spinosus;2019;1;356596;6760286
Bufo spinosus;2019;1;353870;6792286
Epidalea calamita;2019;1;282943;6839882
Hyla arborea;2019;1;238691;6744354
Hyla arborea;2019;1;230316;6750474
Bufo spinosus;2019;1;237289;6765080
Bufo spinosus;2019;1;102665;6848780
Bufo spinosus;2019;1;359190;6795658
Hyla arborea;2019;1;356602;6760247
Ichthyosaura alpestris;2019;1;359190;6795658
Lissotriton helveticus;2019;1;102198;6848706
Lissotriton helveticus;2019;1;359190;6795658
Pelodytes punctatus;2019;1;271278;6739684
Pelophylax spp.;2019;1;169244;6855076
Rana temporaria;2019;1;271406;6749840
Rana temporaria;2019;1;359190;6795658
Salamandra salamandra;2019;1;183657;6828639
Salamandra salamandra;2019;1;187190;6831271
Salamandra salamandra;2019;1;359190;6795658
Bufo spinosus;2019;1;350591;6800507
Bufo spinosus;2019;1;244958;6872605
Bufo spinosus;2019;1;359190;6795658
Hyla arborea;2019;1;341483;6830351
Hyla arborea;2019;1;369829;6775330
Lissotriton helveticus;2019;1;359190;6795658
Pelophylax spp.;2019;1;229252;6715292
Salamandra salamandra;2019;1;256611;6791085
Salamandra salamandra;2019;1;256389;6790900
Salamandra salamandra;2019;1;191866;6789313
Salamandra salamandra;2019;1;350832;6800627
Salamandra salamandra;2019;1;360502;6837426
Salamandra salamandra;2019;1;244958;6872605
Salamandra salamandra;2019;1;386986;6789247
Salamandra salamandra;2019;1;369829;6775330
Salamandra salamandra;2019;1;359190;6795658
Bufo spinosus;2019;1;230518;6792565
Bufo spinosus;2019;1;299689;6722022
Bufo spinosus;2019;1;340938;6787901
Hyla arborea;2019;1;350645;6784251
Hyla arborea;2019;1;351299;6784573
Rana dalmatina;2019;1;230518;6792565
Bufo spinosus;2019;1;332804;6784300
Bufo spinosus;2019;1;332805;6784313
Bufo spinosus;2019;1;332912;6784189
Hyla arborea;2019;1;152824;6774196
Hyla arborea;2019;1;152693;6774391
Hyla arborea;2019;1;269204;6728208
Hyla arborea;2019;1;346659;6812115
Hyla arborea;2019;1;292970;6727966
Hyla arborea;2019;1;135081;6857303
Rana dalmatina;2019;1;292970;6727966
Salamandra salamandra;2019;1;192101;6829953
Salamandra salamandra;2019;1;332805;6784313
Salamandra salamandra;2019;1;332804;6784300
Salamandra salamandra;2019;1;333004;6784116
Salamandra salamandra;2019;1;333004;6784116
Bufo spinosus;2019;1;320158;6745728
Bufo spinosus;2019;1;172175;6782221
Hyla arborea;2019;1;152118;6783682
Hyla arborea;2019;1;356596;6760286
Pelophylax spp.;2019;1;169232;6855079
Bufo spinosus;2019;1;193227;6828888
Bufo spinosus;2019;1;342499;6787970
Bufo spinosus;2019;1;223758;6868438
Bufo spinosus;2019;1;201687;6838061
Bufo spinosus;2019;1;292970;6727966
Hyla arborea;2019;1;356596;6760286
Hyla arborea;2019;1;230341;6749821
Lissotriton helveticus;2019;1;100486;6848419
Pelophylax spp.;2019;1;174243;6866444
Salamandra salamandra;2019;1;155540;6782247
Salamandra salamandra;2019;1;138200;6796260
Bufo spinosus;2019;1;179328;6866418
Hyla arborea;2019;1;251996;6734896
Pelophylax spp.;2019;1;323131;6842884
Rana dalmatina;2019;1;223722;6866480
Salamandra salamandra;2019;1;244961;6872613
Salamandra salamandra;2019;1;155553;6782274
Bufo spinosus;2019;1;240716;6750432
Bufo spinosus;2019;1;237289;6765080
Hyla arborea;2019;1;356596;6760286
Hyla arborea;2019;1;299930;6721649
Bufo spinosus;2019;1;324358;6842414
Bufo spinosus;2019;1;242033;6758341
Bufo spinosus;2019;1;225287;6867303
Bufo spinosus;2019;1;336005;6776976
Bufo spinosus;2019;1;243626;6761666
Hyla arborea;2019;1;189563;6767998
Hyla arborea;2019;1;356596;6760286
Hyla arborea;2019;1;391186;6805367
Pelophylax spp.;2019;1;229357;6785997
Rana dalmatina;2019;1;230134;6774969
Hyla arborea;2019;1;189935;6768020
Hyla arborea;2019;1;356596;6760286
Hyla arborea;2019;1;293954;6728113
Bufo spinosus;2019;1;181687;6861681
Salamandra salamandra;2019;1;148027;6852317
Bufo spinosus;2019;1;197202;6863299
Bufo spinosus;2019;1;258069;6749419
Bufo spinosus;2019;1;237289;6765080
Rana dalmatina;2019;1;345606;6810865
Salamandra salamandra;2019;1;262502;6843398
Bufo spinosus;2019;1;141048;6797572
Bufo spinosus;2019;1;154757;6862619
Rana dalmatina;2019;1;356596;6760286
Salamandra salamandra;2019;1;216987;6867025
Bufo spinosus;2019;1;237094;6762397
Bufo spinosus;2019;1;237054;6762345
Rana temporaria;2019;1;207136;6839696
Salamandra salamandra;2019;1;239602;6819225
Salamandra salamandra;2019;1;230581;6805176
Bufo spinosus;2019;1;350379;6797914
Bufo spinosus;2019;1;237289;6765080
Bufo spinosus;2019;1;237001;6765639
Hyla arborea;2019;1;151552;6861743
Hyla arborea;2019;1;151566;6861956
Ichthyosaura alpestris;2019;1;350354;6797906
Salamandra salamandra;2019;1;165469;6807713
Bufo spinosus;2019;1;307244;6779107
Hyla arborea;2019;1;357655;6756479
Hyla arborea;2019;1;351120;6785073
Lissotriton helveticus;2019;1;147727;6791408
Pelophylax ridibundus;2019;1;357655;6756479
Rana dalmatina;2019;1;357655;6756479
Rana temporaria;2019;1;147727;6791408
Bufo spinosus;2019;1;163854;6777651
Bufo spinosus;2019;1;272821;6740369
Hyla arborea;2019;1;140908;6837545
Hyla arborea;2019;1;271307;6739482
Pelophylax spp.;2019;1;140908;6837545
Bufo spinosus;2019;1;147127;6843490
Pelophylax spp.;2019;1;349946;6772455
Rana dalmatina;2019;1;329461;6792747
Rana temporaria;2019;1;147127;6843490
Pelophylax spp.;2019;1;145465;6794226
Bufo spinosus;2019;1;236862;6745450
Hyla arborea;2019;1;156704;6768635
Hyla arborea;2019;1;269270;6728319
Bufo spinosus;2019;1;237289;6765080
Hyla arborea;2019;1;292373;6723586
Bufo spinosus;2019;1;273767;6742945
Bufo spinosus;2019;1;273668;6740428
Bufo spinosus;2019;1;217388;6873258
Bufo spinosus;2019;1;237289;6765080
Hyla arborea;2019;1;186365;6768575
Hyla arborea;2019;1;356596;6760286
Hyla arborea;2019;1;186587;6768355
Hyla arborea;2019;1;240564;6743219
Hyla arborea;2019;1;186365;6768575
Hyla arborea;2019;1;341576;6788389
Hyla arborea;2019;1;253840;6734098
Pelophylax spp.;2019;1;186799;6768073
Pelophylax spp.;2019;1;183780;6857791
Bufo spinosus;2019;1;199967;6838602
Hyla arborea;2019;1;233344;6746514
Hyla arborea;2019;1;187742;6767066
Hyla arborea;2019;1;328105;6780254
Hyla arborea;2019;1;327824;6780216
Hyla arborea;2019;1;240564;6743219
Hyla arborea;2019;1;371617;6797673
Hyla arborea;2019;1;187742;6767066
Hyla arborea;2019;1;250315;6740178
Pelophylax spp.;2019;1;269281;6728044
Pelophylax spp.;2019;1;343667;6787671
Pelophylax spp.;2019;1;246194;6753208
Rana dalmatina;2019;1;377738;6798707
Rana temporaria;2019;1;199967;6838602
Bufo spinosus;2019;1;184904;6778051
Bufo spinosus;2019;1;181611;6780606
Hyla arborea;2019;1;346630;6812100
Hyla arborea;2019;1;344121;6810134
Lissotriton helveticus;2019;1;310256;6779701
Pelophylax ridibundus;2019;1;357683;6756275
Rana dalmatina;2019;1;202005;6840363
Hyla arborea;2019;1;152637;6785925
Hyla arborea;2019;1;153866;6786681
Hyla arborea;2019;1;360172;6778713
Pelophylax spp.;2019;1;317982;6807500
Bufo spinosus;2019;1;175078;6781110
Bufo spinosus;2019;1;237289;6765080
Bufo spinosus;2019;1;313499;6738837
Epidalea calamita;2019;1;256588;6709782
Hyla arborea;2019;1;324181;6750105
Hyla arborea;2019;1;346551;6812003
Hyla arborea;2019;1;346888;6808733
Hyla arborea;2019;1;346289;6808286
Hyla arborea;2019;1;338588;6822536
Hyla arborea;2019;1;340693;6826972
Hyla arborea;2019;1;225656;6755943
Hyla arborea;2019;1;226138;6755871
Pelophylax spp.;2019;1;345528;6804563
Rana dalmatina;2019;1;226138;6755871
Salamandra salamandra;2019;1;196610;6857541
Hyla arborea;2019;1;324561;6751956
Hyla arborea;2019;1;253920;6734141
Pelophylax spp.;2019;1;189733;6860487
Bufo spinosus;2019;1;202426;6839416
Hyla arborea;2019;1;346586;6809446
Hyla arborea;2019;1;347077;6809405
Pelophylax spp.;2019;1;345299;6786468
Salamandra salamandra;2019;1;254590;6743417
Bufo spinosus;2019;1;271245;6739651
Bufo spinosus;2019;1;271741;6739550
Bufo spinosus;2019;1;228054;6853505
Hyla arborea;2019;1;250826;6738320
Hyla arborea;2019;1;268691;6727518
Pelophylax spp.;2019;1;359324;6796153
Pelophylax spp.;2019;1;268691;6727518
Salamandra salamandra;2019;1;225520;6867246
Salamandra salamandra;2019;1;152664;6849083
Bufo spinosus;2019;1;237293;6762856
Bufo spinosus;2019;1;237209;6762987
Bufo spinosus;2019;1;237181;6763519
Rana dalmatina;2019;1;328343;6743558
Pelophylax spp.;2019;1;164411;6782579
Salamandra salamandra;2019;1;228083;6853489
Bufo spinosus;2019;1;236916;6763424
Pelophylax spp.;2019;1;344694;6809541
Pelophylax spp.;2019;1;260208;6728211
Pelophylax spp.;2019;1;269158;6727670
Rana dalmatina;2019;1;203050;6769647
Rana dalmatina;2019;1;269158;6727670
Epidalea calamita;2019;1;184536;6872520
Pelophylax spp.;2019;1;269158;6727670
Rana temporaria;2019;1;292547;6756914
Rana temporaria;2019;1;207136;6839696
Bufo spinosus;2019;1;145197;6863684
Bufo spinosus;2019;1;260048;6847875
Hyla arborea;2019;1;231390;6749177
Hyla arborea;2019;1;331557;6748099
Pelophylax spp.;2019;1;332384;6848295
Salamandra salamandra;2019;1;223126;6868674
Bufo spinosus;2019;1;324380;6842411
Bufo spinosus;2019;1;136669;6797483
Hyla arborea;2019;1;289528;6730139
Hyla arborea;2019;1;236524;6747069
Pelophylax spp.;2019;1;322969;6842991
Bufo spinosus;2019;1;261931;6746756
Bufo spinosus;2019;1;247503;6846230
Hyla arborea;2019;1;152166;6781711
Hyla arborea;2019;1;272797;6738365
Hyla arborea;2019;1;269859;6732704
Hyla arborea;2019;1;346669;6812114
Rana dalmatina;2019;1;262215;6746695
Rana dalmatina;2019;1;202191;6838573
Bufo spinosus;2019;1;251195;6794707
Bufo spinosus;2019;1;262483;6843408
Bufo spinosus;2019;1;221843;6798052
Bufo spinosus;2019;1;259782;6861648
Bufo spinosus;2019;1;175078;6781110
Lissotriton helveticus;2019;1;178787;6800903
Rana dalmatina;2019;1;356596;6760286
Rana temporaria;2019;1;178758;6800874
Salamandra salamandra;2019;1;221906;6797928
Pelophylax spp.;2019;1;356596;6760286
Bufo spinosus;2019;1;201643;6838190
Bufo spinosus;2019;1;204556;6762963
Bufo spinosus;2019;1;223740;6868454
Bufo spinosus;2019;1;339481;6809721
Hyla arborea;2019;1;293954;6728113
Hyla arborea;2019;1;230729;6750048
Hyla arborea;2019;1;152980;6862352
Pelophylax spp.;2019;1;345602;6804800
Pelophylax spp.;2019;1;345540;6804580
Pelophylax spp.;2019;1;332084;6824839
Bufo spinosus;2019;1;334696;6854179
Bufo spinosus;2019;1;356596;6760286
Hyla arborea;2019;1;299705;6722015
Hyla arborea;2019;1;250967;6739201
Pelophylax spp.;2019;1;356596;6760286
Bufo spinosus;2019;1;237125;6765053
Bufo spinosus;2019;1;291440;6726811
Bufo spinosus;2019;1;293954;6728113
Bufo spinosus;2019;1;324316;6842392
Hyla arborea;2019;1;291755;6727196
Pelophylax spp.;2019;1;245956;6774450
Pelophylax spp.;2019;1;324372;6842262
Pelophylax spp.;2019;1;323794;6843001
Pelophylax spp.;2019;1;314535;6781451
Hyla arborea;2019;1;275786;6803850
Hyla arborea;2019;1;152283;6785760
Hyla arborea;2019;1;152229;6785493
Hyla arborea;2019;1;251047;6740278
Hyla arborea;2019;1;251230;6739272
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;250967;6739201
Rana dalmatina;2019;1;251508;6739298
Rana dalmatina;2019;1;251248;6739191
Rana dalmatina;2019;1;347374;6800705
Rana temporaria;2019;1;250192;6815399
Rana temporaria;2019;1;232938;6819636
Bufo spinosus;2019;1;225656;6755943
Bufo spinosus;2019;1;176689;6845681
Pelophylax spp.;2019;1;221020;6840719
Pelophylax spp.;2019;1;214382;6817201
Bufo spinosus;2019;1;201480;6838799
Ichthyosaura alpestris;2019;1;243693;6872313
Lissotriton helveticus;2019;1;243693;6872313
Pelophylax spp.;2019;1;150611;6781055
Pelophylax spp.;2019;1;150963;6780539
Salamandra salamandra;2019;1;243693;6872313
Bufo spinosus;2019;1;293954;6728113
Bufo spinosus;2019;1;237322;6742205
Bufo spinosus;2019;1;237323;6742363
Bufo spinosus;2019;1;237123;6765048
Bufo spinosus;2019;1;313070;6757432
Bufo spinosus;2019;1;315425;6754608
Bufo spinosus;2019;1;237123;6765048
Pelophylax spp.;2019;1;191899;6863219
Bufo spinosus;2019;1;237289;6765080
Bufo spinosus;2019;1;232938;6819636
Bufo spinosus;2019;1;237126;6765051
Bufo spinosus;2019;1;237113;6765088
Pelophylax spp.;2019;1;240036;6756965
Pelophylax spp.;2019;1;239904;6756837
Pelophylax spp.;2019;1;239977;6756225
Bufo spinosus;2019;1;154998;6862952
Bufo spinosus;2019;1;155084;6862659
Bufo spinosus;2019;1;237126;6765051
Hyla arborea;2019;1;270959;6739822
Bufo spinosus;2019;1;240470;6826147
Bufo spinosus;2019;1;255411;6806262
Lissotriton helveticus;2019;1;240470;6826147
Pelophylax spp.;2019;1;356596;6760286
Rana temporaria;2019;1;240445;6826150
Salamandra salamandra;2019;1;240528;6826095
Alytes obstetricans;2019;1;240515;6826090
Bufo spinosus;2019;1;343904;6834202
Bufo spinosus;2019;1;237462;6765164
Bufo spinosus;2019;1;293954;6728113
Bufo spinosus;2019;1;288656;6800638
Hyla arborea;2019;1;346630;6812098
Pelophylax spp.;2019;1;343904;6834202
Rana dalmatina;2019;1;288664;6800606
Salamandra salamandra;2019;1;236565;6764212
Hyla arborea;2019;1;288666;6800596
Pelophylax spp.;2019;1;343681;6787668
Rana dalmatina;2019;1;356596;6760286
Rana dalmatina;2019;1;202347;6839121
Rana temporaria;2019;1;204308;6836003
Bufo spinosus;2019;1;225032;6873716
Bufo spinosus;2019;1;210296;6782887
Bufo spinosus;2019;1;130937;6847717
Bufo spinosus;2019;1;128019;6847626
Rana temporaria;2019;1;201564;6838601
Bufo spinosus;2019;1;191718;6863100
Hyla arborea;2019;1;337034;6786419
Rana temporaria;2019;1;207136;6839696
Salamandra salamandra;2019;1;251124;6803847
Bufo spinosus;2019;1;195430;6825945
Pelophylax spp.;2019;1;345613;6804810
Pelophylax spp.;2019;1;269416;6742558
Pelophylax spp.;2019;1;268501;6731127
Pelophylax spp.;2019;1;268501;6731127
Pelophylax spp.;2019;1;179134;6863138
Pelophylax spp.;2019;1;178228;6861333
Pelophylax spp.;2019;1;176789;6859673
Pelophylax spp.;2019;1;176679;6859654
Pelophylax spp.;2019;1;175772;6857933
Alytes obstetricans;2019;1;161753;6823694
Bufo spinosus;2019;1;202098;6838279
Bufo spinosus;2019;1;246493;6846804
Bufo spinosus;2019;1;190864;6829555
Bufo spinosus;2019;1;299288;6747234
Rana temporaria;2019;1;210223;6782869
Bufo spinosus;2019;1;184887;6834970
Pelodytes punctatus;2019;1;150374;6781276
Pelophylax spp.;2019;1;150374;6781276
Hyla arborea;2019;1;145603;6862395
Pelophylax spp.;2019;1;164401;6782600
Pelophylax spp.;2019;1;323052;6822474
Pelophylax spp.;2019;1;321749;6825623
Pelophylax spp.;2019;1;355368;6793337
Pelophylax spp.;2019;1;355368;6793337
Alytes obstetricans;2019;1;220514;6874297
Bufo spinosus;2019;1;140907;6837545
Hyla arborea;2019;1;361476;6795364
Pelophylax spp.;2019;1;140907;6837545
Alytes obstetricans;2019;1;220509;6874296
Bufo spinosus;2019;1;124038;6835317
Pelophylax spp.;2019;1;344247;6781973
Bufo spinosus;2019;1;168087;6848314
Hyla arborea;2019;1;283001;6839317
Rana dalmatina;2019;1;356596;6760286
Pelophylax spp.;2019;1;343845;6823153
Pelophylax spp.;2019;1;345209;6760376
Rana dalmatina;2019;1;343845;6823153
Bufo spinosus;2019;1;287975;6778756
Bufo spinosus;2019;1;140424;6828519
Bufo spinosus;2019;1;352348;6794910
Pelophylax spp.;2019;1;237091;6741992
Rana dalmatina;2019;1;268042;6739375
Alytes obstetricans;2019;1;201731;6838234
Alytes obstetricans;2019;1;252028;6873346
Alytes obstetricans;2019;1;250387;6876659
Pelophylax spp.;2019;1;335147;6798542
Alytes obstetricans;2019;1;202638;6853163
Bufo spinosus;2019;1;136072;6824371
Bufo spinosus;2019;1;135212;6822445
Pelophylax spp.;2019;1;233148;6750655
Pelophylax spp.;2019;1;251332;6745463
Pelophylax spp.;2019;1;198016;6776025
Pelophylax spp.;2019;1;203505;6775174
Alytes obstetricans;2019;1;202628;6853158
Pelophylax spp.;2019;1;356596;6760286
Rana dalmatina;2019;1;356596;6760286
Rana dalmatina;2019;1;264807;6728747
Rana dalmatina;2019;1;198358;6836591
Rana temporaria;2019;1;222948;6873786
Rana temporaria;2019;1;198482;6837165
Rana temporaria;2019;1;250192;6815399
Alytes obstetricans;2019;1;220518;6874298
Bufo spinosus;2019;1;140423;6828509
Bufo spinosus;2019;1;237289;6765080
Pelophylax spp.;2019;1;135735;6795625
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;347031;6780654
Salamandra salamandra;2019;1;165845;6863218
Alytes obstetricans;2019;1;159385;6833482
Bufo spinosus;2019;1;218963;6871541
Hyla arborea;2019;1;282859;6839885
Pelophylax spp.;2019;1;356596;6760286
Bufo spinosus;2019;1;365820;6773243
Bufo spinosus;2019;1;324304;6842343
Bufo spinosus;2019;1;325266;6842119
Bufo spinosus;2019;1;260491;6756571
Pelophylax spp.;2019;1;323858;6842999
Pelophylax spp.;2019;1;324304;6842343
