Species;Year;Abundance;X;Y
Alytes obstetricans;2019;1;208840;6803229
Bufo spinosus;2019;1;175078;6781110
Pelophylax spp.;2019;1;346753;6787386
Pelophylax spp.;2019;1;174496;6848921
Rana temporaria;2019;1;202324;6841742
Bufo spinosus;2019;1;228069;6853491
Pelophylax spp.;2019;1;340655;6824301
Pelophylax spp.;2019;1;221243;6781084
Pelophylax spp.;2019;1;283112;6728321
Pelophylax spp.;2019;1;356596;6760286
Rana dalmatina;2019;1;356596;6760286
Rana temporaria;2019;1;194621;6837115
Salamandra salamandra;2019;1;127547;6848883
Alytes obstetricans;2019;1;333705;6827630
Alytes obstetricans;2019;1;202646;6853144
Alytes obstetricans;2019;1;172951;6842865
Bufo spinosus;2019;1;202609;6853090
Hyla arborea;2019;1;186905;6768008
Pelophylax spp.;2019;1;178731;6862143
Rana temporaria;2019;1;194617;6836825
Salamandra salamandra;2019;1;199230;6838004
Bufo spinosus;2019;1;140454;6828501
Bufo spinosus;2019;1;202609;6853090
Bufo spinosus;2019;1;237052;6764142
Hyla arborea;2019;1;360181;6778701
Lissotriton helveticus;2019;1;249068;6786498
Pelophylax spp.;2019;1;192893;6851680
Pelophylax spp.;2019;1;297207;6851899
Salamandra salamandra;2019;1;249068;6786498
Bufo spinosus;2019;1;202092;6838268
Bufo spinosus;2019;1;191475;6827396
Hyla arborea;2019;1;152531;6783721
Pelophylax spp.;2019;1;266040;6782031
Rana temporaria;2019;1;250192;6815399
Bufo spinosus;2019;1;195735;6826030
Lissotriton helveticus;2019;1;197186;6863294
Pelophylax spp.;2019;1;254840;6746365
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;189733;6860487
Pelophylax spp.;2019;1;326919;6786520
Pelophylax spp.;2019;1;170954;6788013
Rana temporaria;2019;1;195238;6836988
Pelophylax spp.;2019;1;326301;6837316
Pelophylax spp.;2019;1;324379;6816605
Pelophylax spp.;2019;1;335037;6798623
Pelophylax spp.;2019;1;317966;6807438
Bufo spinosus;2019;1;288144;6778827
Lissotriton helveticus;2019;1;178787;6800903
Pelophylax spp.;2019;1;253204;6807347
Pelophylax spp.;2019;1;323124;6842879
Pelophylax spp.;2019;1;323835;6842990
Rana temporaria;2019;1;178787;6800903
Rana temporaria;2019;1;201599;6838599
Alytes obstetricans;2019;1;202631;6853161
Bufo spinosus;2019;1;200299;6838149
Bufo spinosus;2019;1;254341;6744896
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;344425;6823030
Pelophylax spp.;2019;1;216392;6849850
Pelophylax spp.;2019;1;217092;6867133
Pelophylax spp.;2019;1;342412;6805168
Rana dalmatina;2019;1;356596;6760286
Rana dalmatina;2019;1;287007;6755324
Rana temporaria;2019;1;244135;6797087
Salamandra salamandra;2019;1;202700;6853137
Pelophylax spp.;2019;1;325466;6841895
Pelophylax spp.;2019;1;323780;6843070
Salamandra salamandra;2019;1;216783;6790951
Hyla arborea;2019;1;351348;6837443
Lissotriton helveticus;2019;1;351053;6837148
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;351280;6837596
Pelophylax spp.;2019;1;351348;6837443
Pelophylax spp.;2019;1;351314;6837527
Pelophylax spp.;2019;1;351050;6837142
Rana dalmatina;2019;1;351200;6837297
Rana dalmatina;2019;1;351393;6837376
Rana temporaria;2019;1;309345;6745753
Bufo spinosus;2019;1;217160;6793632
Pelophylax spp.;2019;1;334258;6830393
Pelophylax spp.;2019;1;342608;6820167
Rana dalmatina;2019;1;330113;6781690
Salamandra salamandra;2019;1;230926;6805548
Bufo spinosus;2019;1;190587;6766176
Bufo spinosus;2019;1;198847;6811170
Hyla arborea;2019;1;152071;6774812
Alytes obstetricans;2019;1;191160;6828155
Rana dalmatina;2019;1;293954;6728113
Pelophylax spp.;2019;1;344345;6787642
Pelophylax spp.;2019;1;350735;6800564
Pelophylax spp.;2019;1;356596;6760286
Rana dalmatina;2019;1;356596;6760286
Rana temporaria;2019;1;250192;6815399
Rana temporaria;2019;1;202064;6838283
Pelophylax spp.;2019;1;171215;6779356
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;307265;6778115
Pelophylax spp.;2019;1;306784;6777007
Pelophylax spp.;2019;1;235902;6754888
Pelophylax spp.;2019;1;235869;6754937
Pelophylax spp.;2019;1;235493;6752561
Bufo spinosus;2019;1;201834;6839769
Lissotriton helveticus;2019;1;188177;6863281
Pelophylax spp.;2019;1;202925;6772444
Pelophylax spp.;2019;1;213663;6757869
Pelophylax spp.;2019;1;377756;6757509
Pelophylax spp.;2019;1;380411;6755851
Rana dalmatina;2019;1;202925;6772444
Bufo spinosus;2019;1;142186;6840950
Bufo spinosus;2019;1;130229;6847642
Bufo spinosus;2019;1;127554;6847120
Pelophylax spp.;2019;1;306788;6779941
Pelophylax spp.;2019;1;306796;6779963
Rana dalmatina;2019;1;345369;6812270
Salamandra salamandra;2019;1;188150;6863289
Bufo spinosus;2019;1;347008;6785881
Bufo spinosus;2019;1;262480;6843396
Hyla arborea;2019;1;346646;6812100
Pelophylax spp.;2019;1;216356;6849733
Pelophylax spp.;2019;1;216167;6849382
Pelophylax spp.;2019;1;332383;6848333
Pelophylax spp.;2019;1;356596;6760286
Rana dalmatina;2019;1;356596;6760286
Bufo spinosus;2019;1;177797;6827788
Bufo spinosus;2019;1;177629;6827567
Rana temporaria;2019;1;177703;6827614
Bufo spinosus;2019;1;201544;6838568
Pelophylax spp.;2019;1;356596;6760286
Rana dalmatina;2019;1;202191;6838573
Rana temporaria;2019;1;201768;6838527
Rana temporaria;2019;1;224165;6812101
Bufo spinosus;2019;1;237114;6765075
Epidalea calamita;2019;1;150770;6779204
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;235759;6753349
Rana dalmatina;2019;1;356596;6760286
Alytes obstetricans;2019;1;206990;6830801
Alytes obstetricans;2019;1;206990;6830801
Bufo spinosus;2019;1;181614;6780653
Bufo spinosus;2019;1;237089;6765098
Lissotriton helveticus;2019;1;349025;6822366
Rana temporaria;2019;1;349025;6822366
Bufo spinosus;2019;1;175078;6781110
Bufo spinosus;2019;1;237289;6765080
Bufo spinosus;2019;1;259539;6744264
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;332289;6824964
Pelophylax spp.;2019;1;235714;6753368
Salamandra salamandra;2019;1;247467;6753945
Bufo spinosus;2019;1;163298;6815523
Bufo spinosus;2019;1;260098;6847585
Bufo spinosus;2019;1;258923;6849765
Pelophylax kl. esculentus;2019;1;356122;6844573
Pelophylax spp.;2019;1;327521;6846596
Pelophylax spp.;2019;1;271015;6727025
Pelophylax spp.;2019;1;155094;6777629
Pelophylax spp.;2019;1;327211;6786233
Pelophylax spp.;2019;1;222405;6792919
Pelophylax spp.;2019;1;221890;6797572
Pelophylax spp.;2019;1;356596;6760286
Rana dalmatina;2019;1;271884;6727173
Rana dalmatina;2019;1;272188;6727074
Rana dalmatina;2019;1;356596;6760286
Rana dalmatina;2019;1;327169;6786222
Rana dalmatina;2019;1;205968;6837999
Triturus marmoratus;2019;1;243635;6751041
Bufo spinosus;2019;1;356596;6760286
Bufo spinosus;2019;1;163392;6815668
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;179135;6863148
Epidalea calamita;2019;1;329042;6765672
Hyla arborea;2019;1;329738;6764928
Pelophylax spp.;2019;1;179103;6863063
Pelophylax spp.;2019;1;323132;6842883
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;329738;6764928
Pelophylax spp.;2019;1;274728;6737447
Pelophylax spp.;2019;1;280206;6740345
Pelophylax spp.;2019;1;285221;6728622
Rana dalmatina;2019;1;356596;6760286
Rana dalmatina;2019;1;293954;6728113
Hyla arborea;2019;1;237373;6754807
Pelophylax spp.;2019;1;162633;6777179
Pelophylax spp.;2019;1;356596;6760286
Hyla arborea;2019;1;345427;6761309
Hyla arborea;2019;1;345198;6760415
Hyla arborea;2019;1;344820;6759318
Hyla arborea;2019;1;344210;6758731
Pelophylax spp.;2019;1;164390;6782615
Pelophylax spp.;2019;1;356593;6760225
Pelophylax spp.;2019;1;173031;6842870
Pelophylax spp.;2019;1;206287;6838477
Pelophylax spp.;2019;1;345427;6761309
Pelophylax spp.;2019;1;345198;6760415
Pelophylax spp.;2019;1;344820;6759318
Pelophylax spp.;2019;1;344210;6758731
Bufo spinosus;2019;1;149519;6837624
Pelophylax spp.;2019;1;202531;6852924
Pelophylax spp.;2019;1;344355;6787642
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;235853;6754954
Pelophylax spp.;2019;1;237469;6752913
Rana dalmatina;2019;1;356596;6760286
Rana dalmatina;2019;1;351391;6837385
Rana temporaria;2019;1;198881;6853395
Pelophylax spp.;2019;1;342636;6820191
Pelophylax spp.;2019;1;349396;6822393
Pelophylax spp.;2019;1;352753;6785747
Hyla arborea;2019;1;152660;6862394
Lissotriton helveticus;2019;1;169091;6790021
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;319867;6843830
Salamandra salamandra;2019;1;169091;6790021
Alytes obstetricans;2019;1;327554;6829167
Bufo spinosus;2019;1;245035;6869806
Rana dalmatina;2019;1;331560;6821039
Rana temporaria;2019;1;331560;6821039
Alytes obstetricans;2019;1;201678;6838260
Bufo spinosus;2019;1;317256;6766160
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;202652;6853102
Rana dalmatina;2019;1;293954;6728113
Rana dalmatina;2019;1;179883;6797585
Rana dalmatina;2019;1;238005;6803506
Rana temporaria;2019;1;203419;6860200
Bufo spinosus;2019;1;169638;6840609
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;200831;6862117
Rana dalmatina;2019;1;222893;6840979
Rana dalmatina;2019;1;338899;6841355
Alytes obstetricans;2019;1;385677;6821068
Pelophylax spp.;2019;1;356596;6760286
Hyla arborea;2019;1;287883;6721893
Lissotriton helveticus;2019;1;223757;6868430
Pelophylax spp.;2019;1;252118;6745507
Pelophylax spp.;2019;1;251347;6745436
Pelophylax spp.;2019;1;236920;6798714
Pelophylax spp.;2019;1;356596;6760286
Rana dalmatina;2019;1;220897;6871389
Rana temporaria;2019;1;145639;6794056
Rana temporaria;2019;1;145583;6793921
Salamandra salamandra;2019;1;177637;6774036
Salamandra salamandra;2019;1;294924;6721994
Triturus marmoratus;2019;1;287883;6721893
Bufo spinosus;2019;1;156406;6840454
Hyla arborea;2019;1;165289;6778368
Lissotriton helveticus;2019;1;239574;6877315
Pelophylax spp.;2019;1;341808;6822297
Rana dalmatina;2019;1;223327;6871435
Pelophylax spp.;2019;1;239992;6800469
Rana dalmatina;2019;1;186377;6788278
Rana temporaria;2019;1;199666;6838550
Rana temporaria;2019;1;229254;6810462
Bufo spinosus;2019;1;388451;6805035
Lissotriton helveticus;2019;1;355885;6815081
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;176741;6866515
Pelophylax spp.;2019;1;179120;6863072
Pelophylax spp.;2019;1;176167;6860966
Pelophylax spp.;2019;1;176753;6866516
Bufo spinosus;2019;1;301848;6761562
Pelophylax spp.;2019;1;152168;6774312
Pelophylax spp.;2019;1;150551;6780390
Pelophylax spp.;2019;1;176179;6860969
Bufo spinosus;2019;1;274413;6750029
Epidalea calamita;2019;1;261000;6879071
Pelophylax spp.;2019;1;356596;6760286
Salamandra salamandra;2019;1;326582;6849344
Bufo spinosus;2019;1;346078;6790891
Pelophylax spp.;2019;1;217179;6806693
Pelophylax spp.;2019;1;344584;6809615
Pelophylax spp.;2019;1;297792;6738943
Triturus marmoratus;2019;1;217187;6806679
Alytes obstetricans;2019;1;217187;6806679
Bufo spinosus;2019;1;342736;6787886
Hyla arborea;2019;1;370732;6794991
Hyla arborea;2019;1;345976;6780520
Hyla arborea;2019;1;345411;6783841
Lissotriton helveticus;2019;1;370732;6794991
Pelophylax spp.;2019;1;370732;6794991
Pelophylax spp.;2019;1;225865;6809659
Pelophylax spp.;2019;1;240853;6798597
Pelophylax spp.;2019;1;203286;6777648
Pelophylax spp.;2019;1;200905;6775243
Pelophylax spp.;2019;1;218550;6865619
Pelophylax spp.;2019;1;345982;6780517
Pelophylax spp.;2019;1;356596;6760286
Rana dalmatina;2019;1;203286;6777648
Rana dalmatina;2019;1;196188;6777908
Salamandra salamandra;2019;1;152049;6847050
Salamandra salamandra;2019;1;311763;6730875
Bufo spinosus;2019;1;151357;6830080
Bufo spinosus;2019;1;227601;6811407
Epidalea calamita;2019;1;234687;6745828
Hyla arborea;2019;1;351408;6773168
Hyla arborea;2019;1;351700;6772991
Hyla arborea;2019;1;345410;6811857
Pelophylax spp.;2019;1;154018;6829449
Pelophylax spp.;2019;1;153017;6833361
Pelophylax spp.;2019;1;309754;6838285
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;173304;6861599
Pelophylax spp.;2019;1;351700;6772991
Rana dalmatina;2019;1;345369;6812270
Salamandra salamandra;2019;1;153017;6833361
Alytes obstetricans;2019;1;259761;6861650
Bufo spinosus;2019;1;292518;6819661
Bufo spinosus;2019;1;291130;6845719
Bufo spinosus;2019;1;212421;6806052
Hyla arborea;2019;1;239857;6874206
Hyla arborea;2019;1;269310;6728053
Ichthyosaura alpestris;2019;1;327215;6786230
Lissotriton helveticus;2019;1;212421;6806052
Lissotriton helveticus;2019;1;248043;6865660
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;163582;6862348
Pelophylax spp.;2019;1;195965;6859437
Pelophylax spp.;2019;1;282859;6839885
Pelophylax spp.;2019;1;269310;6728053
Pelophylax spp.;2019;1;269089;6728373
Pelophylax spp.;2019;1;273779;6731196
Rana dalmatina;2019;1;195970;6796436
Salamandra salamandra;2019;1;292509;6819700
Salamandra salamandra;2019;1;279047;6737689
Triturus marmoratus;2019;1;327215;6786230
Alytes obstetricans;2019;1;212738;6805974
Alytes obstetricans;2019;1;212421;6806052
Bufo spinosus;2019;1;308752;6779992
Bufo spinosus;2019;1;218468;6808790
Bufo spinosus;2019;1;247958;6743136
Bufo spinosus;2019;1;345566;6791259
Bufo spinosus;2019;1;345561;6791213
Hyla arborea;2019;1;345410;6811857
Lissotriton helveticus;2019;1;308752;6779992
Pelodytes punctatus;2019;1;289001;6731125
Pelophylax spp.;2019;1;308752;6779992
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;356173;6844547
Rana temporaria;2019;1;207136;6839696
Salamandra salamandra;2019;1;308752;6779992
Salamandra salamandra;2019;1;225508;6867231
Salamandra salamandra;2019;1;253359;6803893
Triturus marmoratus;2019;1;308752;6779992
Bufo spinosus;2019;1;223826;6877962
Bufo spinosus;2019;1;345369;6812270
Pelophylax spp.;2019;1;344424;6787689
Pelophylax spp.;2019;1;150516;6780424
Pelophylax spp.;2019;1;336725;6812359
Pelophylax spp.;2019;1;159217;6768671
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;236998;6754585
Hyla arborea;2019;1;239892;6756790
Pelophylax ridibundus;2019;1;151840;6773127
Pelophylax spp.;2019;1;332402;6848190
Pelophylax spp.;2019;1;347069;6780662
Pelophylax spp.;2019;1;227525;6753294
Rana dalmatina;2019;1;356626;6760277
Rana temporaria;2019;1;273958;6823760
Bufo spinosus;2019;1;310282;6779910
Bufo spinosus;2019;1;337716;6794571
Pelophylax spp.;2019;1;310304;6779905
Bufo spinosus;2019;1;160070;6866649
Bufo spinosus;2019;1;320448;6773343
Bufo spinosus;2019;1;270388;6849487
Bufo spinosus;2019;1;259950;6738627
Pelophylax spp.;2019;1;350488;6811935
Pelophylax spp.;2019;1;356596;6760286
Bufo spinosus;2019;1;321329;6835611
Hyla arborea;2019;1;277731;6757625
Hyla arborea;2019;1;150134;6787934
Hyla arborea;2019;1;347085;6780673
Pelophylax spp.;2019;1;156718;6768559
Pelophylax spp.;2019;1;151672;6773070
Pelophylax spp.;2019;1;190254;6799226
Pelophylax spp.;2019;1;347085;6780673
Rana dalmatina;2019;1;282859;6839885
Bufo spinosus;2019;1;200656;6780596
Hyla arborea;2019;1;152732;6785926
Lissotriton helveticus;2019;1;346533;6784387
Lissotriton helveticus;2019;1;346521;6784464
Lissotriton helveticus;2019;1;362398;6829904
Pelophylax spp.;2019;1;346169;6786063
Pelophylax spp.;2019;1;173098;6782370
Pelophylax spp.;2019;1;147588;6786985
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;257564;6760544
Bufo spinosus;2019;1;320574;6741179
Pelophylax spp.;2019;1;152414;6780914
Pelophylax spp.;2019;1;152561;6780936
Pelophylax spp.;2019;1;173486;6782351
Pelophylax spp.;2019;1;174512;6847917
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;279923;6731908
Pelophylax spp.;2019;1;236779;6752989
Rana dalmatina;2019;1;293954;6728113
Rana dalmatina;2019;1;236779;6752989
Bufo spinosus;2019;1;304677;6852723
Hyla arborea;2019;1;293954;6728113
Hyla arborea;2019;1;150344;6780924
Hyla arborea;2019;1;150231;6781080
Hyla arborea;2019;1;150273;6781228
Hyla arborea;2019;1;149625;6783810
Hyla arborea;2019;1;150073;6781642
Lissotriton helveticus;2019;1;178786;6800898
Lissotriton helveticus;2019;1;347372;6800713
Pelophylax spp.;2019;1;152049;6774301
Pelophylax spp.;2019;1;150419;6780565
Pelophylax spp.;2019;1;349540;6822425
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;150273;6781228
Pelophylax spp.;2019;1;150231;6781080
Pelophylax spp.;2019;1;150073;6781642
Pelophylax spp.;2019;1;150344;6780924
Pelophylax spp.;2019;1;347372;6800713
Bufo spinosus;2019;1;141049;6837462
Bufo spinosus;2019;1;323794;6843001
Bufo spinosus;2019;1;184887;6834970
Hyla arborea;2019;1;317819;6742240
Pelophylax spp.;2019;1;140732;6837453
Pelophylax spp.;2019;1;142676;6839043
Pelophylax spp.;2019;1;326489;6818424
Pelophylax spp.;2019;1;323794;6843001
Pelophylax spp.;2019;1;322969;6842991
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;251329;6751678
Pelophylax spp.;2019;1;249222;6756789
Pelophylax spp.;2019;1;317116;6735302
Pelophylax spp.;2019;1;222405;6792919
Bufo spinosus;2019;1;356596;6760286
Bufo spinosus;2019;1;181567;6783646
Lissotriton helveticus;2019;1;355899;6815105
Pelodytes punctatus;2019;1;237743;6744629
Pelophylax spp.;2019;1;149472;6837494
Pelophylax spp.;2019;1;356596;6760286
Rana dalmatina;2019;1;356596;6760286
Salamandra salamandra;2019;1;355899;6815105
Hyla arborea;2019;1;348855;6787649
Ichthyosaura alpestris;2019;1;303467;6835003
Ichthyosaura alpestris;2019;1;327227;6786246
Ichthyosaura alpestris;2019;1;303560;6834816
Lissotriton helveticus;2019;1;303467;6835003
Lissotriton helveticus;2019;1;303560;6834816
Pelophylax spp.;2019;1;153737;6777904
Pelophylax spp.;2019;1;251347;6745436
Pelophylax spp.;2019;1;246194;6753208
Pelophylax spp.;2019;1;345958;6788819
Pelophylax spp.;2019;1;345360;6788408
Rana dalmatina;2019;1;303367;6835412
Bufo spinosus;2019;1;155302;6841103
Bufo spinosus;2019;1;266793;6741865
Bufo spinosus;2019;1;202034;6838271
Bufo spinosus;2019;1;236948;6765244
Hyla arborea;2019;1;347143;6812526
Lissotriton helveticus;2019;1;319415;6835909
Pelophylax spp.;2019;1;175354;6782052
Pelophylax spp.;2019;1;204312;6796629
Pelophylax spp.;2019;1;235641;6767834
Salamandra salamandra;2019;1;155302;6841103
Salamandra salamandra;2019;1;347313;6812604
Salamandra salamandra;2019;1;217655;6791137
Bufo spinosus;2019;1;202393;6839235
Bufo spinosus;2019;1;168891;6840078
Lissotriton helveticus;2019;1;175897;6835490
Lissotriton helveticus;2019;1;342583;6820150
Pelophylax kl. esculentus;2019;1;349188;6762318
Pelophylax ridibundus;2019;1;349188;6762318
Pelophylax spp.;2019;1;196157;6853640
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;257564;6760544
Pelophylax spp.;2019;1;342583;6820150
Pelophylax spp.;2019;1;258420;6794653
Pelophylax spp.;2019;1;313323;6739069
Rana dalmatina;2019;1;293954;6728113
Salamandra salamandra;2019;1;175897;6835490
Salamandra salamandra;2019;1;360290;6797150
Triturus marmoratus;2019;1;258420;6794653
Bufo spinosus;2019;1;175516;6856800
Hyla arborea;2019;1;381669;6751458
Hyla arborea;2019;1;200780;6779818
Lissotriton helveticus;2019;1;249022;6791339
Pelophylax spp.;2019;1;202925;6772444
Pelophylax spp.;2019;1;356596;6760286
Pelophylax spp.;2019;1;200780;6779818
Pelophylax spp.;2019;1;176834;6867001
Pelophylax spp.;2019;1;175729;6859635
Pelophylax spp.;2019;1;175516;6856800
Rana dalmatina;2019;1;252600;6755898
Rana dalmatina;2019;1;202925;6772444
Rana dalmatina;2019;1;388681;6814743
Salamandra salamandra;2019;1;249022;6791339
Bufo spinosus;2019;1;191866;6789313
Pelophylax spp.;2019;1;218571;6865600
Pelophylax spp.;2019;1;218581;6865795
Pelophylax spp.;2019;1;171257;6779358
Pelophylax spp.;2019;1;347710;6786130
Pelophylax spp.;2019;1;371749;6805323
Pelophylax spp.;2019;1;172296;6817480
Pelophylax spp.;2019;1;347944;6785552
Pelophylax spp.;2019;1;201616;6858785
Rana dalmatina;2019;1;356596;6760286
Salamandra salamandra;2019;1;319302;6787665
Triturus marmoratus;2019;1;290766;6729649
Alytes obstetricans;2019;1;151691;6831917
Alytes obstetricans;2019;1;213727;6806120
Pelophylax spp.;2019;1;319917;6843846
Pelophylax spp.;2019;1;152439;6780943
Pelophylax spp.;2019;1;356596;6760286
Rana dalmatina;2019;1;223722;6866480
Alytes obstetricans;2019;1;201735;6838271
Bufo spinosus;2019;1;226428;6866340
Bufo spinosus;2019;1;356596;6760286
Lissotriton helveticus;2019;1;226420;6866353
Lissotriton helveticus;2019;1;276767;6758238
Lissotriton helveticus;2019;1;346523;6784340
Pelophylax spp.;2019;1;141285;6838328
